epoch,loss,accuracy,f1
1,0.550896,0.726027,0.737705
2,0.309955,0.908390,0.907759
3,0.239783,0.949486,0.949744
4,0.212059,0.962329,0.962994
5,0.197272,0.970462,0.970923
6,0.194966,0.970890,0.971477
7,0.185472,0.977740,0.978151
8,0.188793,0.973031,0.973629
9,0.176680,0.982021,0.982427
