epoch,loss,accuracy,f1
1,0.626624,0.650685,0.663644
2,0.540992,0.749144,0.754812
3,0.496320,0.780394,0.779355
4,0.475640,0.779966,0.783488
5,0.443608,0.806079,0.808132
6,0.442435,0.821918,0.822374
7,0.452923,0.802654,0.805074
8,0.455063,0.809075,0.810051
9,0.431185,0.817209,0.819603
10,0.434434,0.819777,0.822886
11,0.434726,0.822346,0.823179
