epoch,loss,accuracy,f1
1,0.548796,0.729880,0.738933
2,0.418941,0.834760,0.836024
3,0.375192,0.868579,0.869083
4,0.340701,0.880993,0.882103
5,0.336353,0.877997,0.880803
6,0.322577,0.892123,0.893401
7,0.321431,0.889983,0.890963
8,0.328863,0.887842,0.889451
