epoch,loss,accuracy,f1
1,0.462968,0.803082,0.803251
2,0.318827,0.896832,0.897403
3,0.285066,0.922517,0.923077
4,0.268145,0.931935,0.933053
5,0.252680,0.936644,0.937553
6,0.246292,0.941353,0.942364
7,0.246760,0.940925,0.942065
8,0.251197,0.939640,0.940682
9,0.241676,0.936216,0.936945
10,0.232672,0.946490,0.947677
11,0.236197,0.949058,0.950313
12,0.245517,0.946490,0.947677
13,0.217152,0.958048,0.958615
