epoch,loss,accuracy,f1
1,0.406194,0.841182,0.842730
2,0.258302,0.933219,0.933954
3,0.230185,0.950342,0.950847
4,0.218220,0.958904,0.959698
5,0.205218,0.963185,0.963835
6,0.209543,0.962329,0.962869
7,0.207457,0.963185,0.963744
8,0.201119,0.968322,0.968960
9,0.192494,0.970034,0.970563
10,0.181629,0.975599,0.976260
11,0.187376,0.976884,0.977311
12,0.194886,0.973459,0.974080
