epoch,loss,accuracy,f1
1,0.403630,0.840517,0.841880
2,0.185537,0.978448,0.978355
3,0.176097,0.980603,0.980421
4,0.158888,0.990661,0.990614
5,0.162062,0.991379,0.991404
6,0.155691,0.993534,0.993539
7,0.162168,0.986351,0.986341
8,0.149578,0.993534,0.993530
9,0.140765,0.998563,0.998563
10,0.145559,0.994253,0.994269
11,0.139575,0.997845,0.997846
12,0.147552,0.992816,0.992857
13,0.153454,0.988506,0.988522
14,0.141759,0.997126,0.997135
15,0.139478,0.997845,0.997853
