epoch,loss,accuracy,f1
1,0.586968,0.695402,0.694964
2,0.357077,0.900862,0.898975
3,0.263816,0.924569,0.922737
4,0.212460,0.959052,0.958364
5,0.197928,0.968391,0.968208
6,0.178904,0.981322,0.981187
7,0.179412,0.982040,0.981975
8,0.172783,0.984914,0.984816
9,0.160594,0.989943,0.989928
10,0.164888,0.987069,0.987179
11,0.156949,0.989943,0.989899
12,0.163625,0.988506,0.988539
13,0.163480,0.984195,0.984241
14,0.151608,0.992816,0.992837
15,0.151612,0.993534,0.993548
